subdivision_code,local_num,name,abbrev,abbrev_source,kx_lexlabel,kx_abbrev_score,kx_abbrev_rule
PB,2511103,Pedra Lavrada,PVD,1,pedra.lavrada,"",
PB,2511202,Pedras de Fogo,PFO,1,pedras.fogo,"",
PB,2511301,Piancó,PIC,1,pianco,"",
PB,2511400,Picuí,PCI,1,picui,"",
PB,2511509,Pilar,PYR,1,pilar,F,
PB,2511608,Pilões,PYL,1,piloes,F,
PB,2511707,Pilõezinhos,POZ,1,piloezinhos,"",
PB,2511806,Pirpirituba,PPB,1,pirpirituba,"",
PB,2511905,Pitimbu,PMU,1,pitimbu,"",
PB,2512002,Pocinhos,,1,pocinhos,"",
PB,2512036,Poço Dantas,,1,poco.dantas,"",
PB,2512077,Poço de José de Moura,,1,poco.jose.moura,"",
PB,2512101,Pombal,PBL,1,pombal,"",
PB,2512200,Prata,PRK,1,prata,F,
PB,2512309,Princesa Isabel,PIL,1,princesa.isabel,"",
PB,2512408,Puxinanã,PXA,1,puxinana,"",
PB,2512507,Queimadas,QUS,1,queimadas,"",
PB,2512606,Quixaba,QXB,1,quixaba,"",
PB,2512705,Remígio,RMG,1,remigio,"",
PB,2512721,Pedro Régis,,1,pedro.regis,"",
PB,2512747,Riachão,,1,riachao,"",
PB,2512754,Riachão do Bacamarte,,1,riachao.bacamarte,"",
PB,2512762,Riachão do Poço,,1,riachao.poco,"",
PB,2512788,Riacho de Santo Antônio,,1,riacho.santo.antonio,"",
PB,2512804,Riacho dos Cavalos,RHO,1,riacho.cavalos,"",
PB,2512903,Rio Tinto,RTT,1,rio.tinto,"",
PB,2513000,Salgadinho,SKH,1,salgadinho,F,
PB,2513109,Salgado de São Félix,SSX,1,salgado.sao.felix,"",
PB,2513158,Santa Cecília,,1,santa.cecilia,"",
PB,2513208,Santa Cruz,SCZ,1,santa.cruz,"",
PB,2513307,Santa Helena,STH,1,santa.helena,"",
PB,2513356,Santa Inês,,1,santa.ines,"",
PB,2513406,Santa Luzia,SLZ,1,santa.luzia,"",
PB,2513505,Santana de Mangueira,SKT,1,santana.mangueira,F,
PB,2513604,Santana dos Garrotes,SOW,1,santana.garrotes,F,
PB,2513653,Joca Claudino,,1,joca.claudino,"",
PB,2513703,Santa Rita,SRI,1,santa.rita,"",
PB,2513802,Santa Teresinha,SYH,1,santa.teresinha,F,
PB,2513851,Santo André,,1,santo.andre,"",
PB,2513901,São Bento,SBT,1,sao.bento,"",
PB,2513927,São Bentinho,,1,sao.bentinho,"",
PB,2513943,São Domingos do Cariri,,1,sao.domingos.cariri,"",
PB,2513968,São Domingos,,1,sao.domingos,"",
PB,2513984,São Francisco,,1,sao.francisco,"",
PB,2514008,São João do Cariri,SCX,1,sao.joao.cariri,F,
PB,2514107,São João do Tigre,SXG,1,sao.joao.tigre,F,
PB,2514206,São José da Lagoa Tapada,SGP,1,sao.jose.lagoa.tapada,"",
PB,2514305,São José de Caiana,SKC,1,sao.jose.caiana,F,
PB,2514404,São José de Espinharas,SJH,1,sao.jose.espinharas,"",
PB,2514453,São José dos Ramos,,1,sao.jose.ramos,"",
PB,2514503,São José de Piranhas,SPN,1,sao.jose.piranhas,"",
PB,2514552,São José de Princesa,,1,sao.jose.princesa,"",
PB,2514602,São José do Bonfim,SKF,1,sao.jose.bonfim,F,
PB,2514651,São José do Brejo do Cruz,,1,sao.jose.brejo.cruz,"",
PB,2514701,São José do Sabugi,SXS,1,sao.jose.sabugi,F,
PB,2514800,São José dos Cordeiros,SXC,1,sao.jose.cordeiros,F,
PB,2514909,São Mamede,,1,sao.mamede,"",
PB,2515005,São Miguel de Taipu,SMP,1,sao.miguel.taipu,"",
PB,2515104,São Sebastião de Lagoa de Roça,SKL,1,sao.sebastiao.lagoa.roca,F,
PB,2515203,São Sebastião do Umbuzeiro,SMZ,1,sao.sebastiao.umbuzeiro,"",
PB,2515302,Sapé,SPH,1,sape,F,
PB,2515401,São Vicente do Seridó,,1,sao.vicente.serido,"",
PB,2515500,Serra Branca,SRB,1,serra.branca,"",
PB,2515609,Serra da Raiz,SDZ,1,serra.raiz,R,
PB,2515708,Serra Grande,SKE,1,serra.grande,F,
PB,2515807,Serra Redonda,SDK,1,serra.redonda,F,
PB,2515906,Serraria,SRY,1,serraria,F,
PB,2515930,Sertãozinho,,1,sertaozinho,"",
PB,2515971,Sobrado,,1,sobrado,"",
PB,2516003,Solânea,SOA,1,solanea,"",
PB,2516102,Soledade,SOD,1,soledade,"",
PB,2516151,Sossêgo,,1,sossego,"",
PB,2516201,Sousa,SZA,1,sousa,F,
PB,2516300,Sumé,SUE,1,sume,"",
PB,2516409,Tacima,TAM,1,tacima,"",
PB,2516508,Taperoá,TER,1,taperoa,"",
PB,2516607,Tavares,TVS,1,tavares,"",
PB,2516706,Teixeira,TXE,1,teixeira,"",
PB,2516755,Tenório,,1,tenorio,"",
PB,2516805,Triunfo,TRU,1,triunfo,"",
PB,2516904,Uiraúna,UIN,1,uirauna,"",
PB,2517001,Umbuzeiro,UUZ,1,umbuzeiro,"",
PB,2517100,Várzea,VRA,1,varzea,"",
PB,2517209,Vieirópolis,,1,vieiropolis,"",
PB,2517407,Zabelê,,1,zabele,"",
PE,2600054,Abreu e Lima,ABU,1,abreu.lima,"",
PE,2600104,Afogados da Ingazeira,AFI,1,afogados.ingazeira,"",
PE,2600203,Afrânio,AFO,1,afranio,"",
PE,2600302,Agrestina,AGE,1,agrestina,"",
PE,2600401,Água Preta,AGP,1,agua.preta,"",
PE,2600500,Águas Belas,AGB,1,aguas.belas,"",
PE,2600609,Alagoinha,AGH,1,alagoinha,"",
PE,2600708,Aliança,AIN,1,alianca,"",
PE,2600807,Altinho,ANH,1,altinho,"",
PE,2600906,Amaraji,ARJ,1,amaraji,"",
PE,2601003,Angelim,AGM,1,angelim,"",
PE,2601052,Araçoiaba,,1,aracoiaba,"",
PE,2601102,Araripina,ARR,1,araripina,"",
PE,2601201,Arcoverde,ACV,1,arcoverde,"",
PE,2601300,Barra de Guabiraba,BGB,1,barra.guabiraba,"",
PE,2601409,Barreiros,BAR,1,barreiros,"",
PE,2601508,Belém de Maria,BEL,1,belem.maria,"",
PE,2601607,Belém do São Francisco,BLF,1,belem.sao.francisco,"",
PE,2601706,Belo Jardim,BJM,1,belo.jardim,"",
PE,2601805,Betânia,BEA,1,betania,"",
PE,2601904,Bezerros,,1,bezerros,"",
PE,2602001,Bodocó,BOO,1,bodoco,"",
PE,2602100,Bom Conselho,BCE,1,bom.conselho,"",
PE,2602209,Bom Jardim,BJI,1,bom.jardim,"",
PE,2602308,Bonito,BNO,1,bonito,"",
PE,2602407,Brejão,BRA,1,brejao,"",
PE,2602506,Brejinho,BJH,1,brejinho,"",
PE,2602605,Brejo da Madre de Deus,BDD,1,brejo.madre.deus,"",
PE,2602704,Buenos Aires,BOS,1,buenos.aires,"",
PE,2602803,Buíque,BQU,1,buique,"",
PE,2602902,Cabo de Santo Agostinho,CBO,1,cabo.santo.agostinho,"",
PE,2603009,Cabrobó,COO,1,cabrobo,"",
PE,2603108,Cachoeirinha,CIH,1,cachoeirinha,"",
PE,2603207,Caetés,CEK,1,caetes,F,
PE,2603306,Calçado,CDK,1,calcado,F,
PE,2603405,Calumbi,CLI,1,calumbi,"",
PE,2603454,Camaragibe,CGB,1,camaragibe,"",
PE,2603504,Camocim de São Félix,CFX,1,camocim.sao.felix,"",
PE,2603603,Camutanga,CUN,1,camutanga,"",
PE,2603702,Canhotinho,CHH,1,canhotinho,"",
PE,2603801,Capoeiras,CYX,1,capoeiras,F,
PE,2603900,Carnaíba,CNB,1,carnaiba,"",
PE,2603926,Carnaubeira da Penha,,1,carnaubeira.penha,"",
PE,2604007,Carpina,CAA,1,carpina,"",
PE,2604106,Caruaru,CRU,1,caruaru,"",
PE,2604155,Casinhas,,1,casinhas,"",
PE,2604205,Catende,CTN,1,catende,"",
PE,2604304,Cedro,CXD,1,cedro,F,
PE,2604403,Chã de Alegria,CHG,1,cha.alegria,"",
PE,2604502,Chã Grande,CHD,1,cha.grande,"",
PE,2604601,Condado,CDD,1,condado,"",
PE,2604700,Correntes,COT,1,correntes,"",
PE,2604809,Cortês,COE,1,cortes,"",
PE,2604908,Cumaru,CUW,1,cumaru,F,
PE,2605004,Cupira,CUP,1,cupira,"",
PE,2605103,Custódia,CUD,1,custodia,"",
PE,2605152,Dormentes,,1,dormentes,"",
PE,2605202,Escada,EAA,1,escada,"",
PE,2605301,Exu,EXU,1,exu,"",
PE,2605400,Feira Nova,FNV,1,feira.nova,"",
PE,2605459,Fernando de Noronha,FEN,1,fernando.noronha,"",
PE,2605509,Ferreiros,FRS,1,ferreiros,"",
PE,2605608,Flores,FLS,1,flores,"",
PE,2605707,Floresta,FRT,1,floresta,"",
PE,2605806,Frei Miguelinho,FML,1,frei.miguelinho,"",
PE,2605905,Gameleira,GLR,1,gameleira,"",
PE,2606002,Garanhuns,GUS,1,garanhuns,"",
PE,2606101,Glória do Goitá,GGT,1,gloria.goita,"",
PE,2606200,Goiana,GOI,1,goiana,"",
PE,2606309,Granito,GIT,1,granito,"",
PE,2606408,Gravatá,GVT,1,gravata,"",
PE,2606507,Iati,IKI,1,iati,F,
PE,2606606,Ibimirim,IIM,1,ibimirim,"",
PE,2606705,Ibirajuba,IJB,1,ibirajuba,"",
PE,2606804,Igarassu,ISS,1,igarassu,"",
PE,2606903,Iguaracy,,1,iguaracy,"",
PE,2607000,Inajá,INJ,1,inaja,"",
PE,2607109,Ingazeira,IGZ,1,ingazeira,"",
PE,2607208,Ipojuca,IPJ,1,ipojuca,"",
PE,2607307,Ipubi,IPB,1,ipubi,"",
PE,2607406,Itacuruba,IWB,1,itacuruba,F,
PE,2607505,Itaíba,IYB,1,itaiba,F,
PE,2607604,Ilha de Itamaracá,,1,ilha.itamaraca,"",
PE,2607653,Itambé,IBX,1,itambe,F,
PE,2607703,Itapetim,IKM,1,itapetim,F,
PE,2607752,Itapissuma,ITS,1,itapissuma,"",
PE,2607802,Itaquitinga,IQW,1,itaquitinga,F,
PE,2607901,Jaboatão dos Guararapes,JBO,1,jaboatao.guararapes,"",
PE,2607950,Jaqueira,,1,jaqueira,"",
PE,2608008,Jataúba,JTB,1,jatauba,"",
PE,2608057,Jatobá,,1,jatoba,"",
PE,2608107,João Alfredo,JFD,1,joao.alfredo,"",
PE,2608206,Joaquim Nabuco,JNO,1,joaquim.nabuco,"",
PE,2608255,Jucati,,1,jucati,"",
PE,2608305,Jupi,JUI,1,jupi,"",
PE,2608404,Jurema,JUM,1,jurema,"",
PE,2608453,Lagoa do Carro,,1,lagoa.carro,"",
PE,2608503,Lagoa de Itaenga,LOG,1,lagoa.itaenga,"",
PE,2608602,Lagoa do Ouro,LOO,1,lagoa.ouro,"",
PE,2608701,Lagoa dos Gatos,LGG,1,lagoa.gatos,"",
PE,2608750,Lagoa Grande,,1,lagoa.grande,"",
PE,2608800,Lajedo,LJD,1,lajedo,"",
PE,2608909,Limoeiro,LIO,1,limoeiro,"",
PE,2609006,Macaparana,MCN,1,macaparana,"",
PE,2609105,Machados,MHO,1,machados,"",
PE,2609154,Manari,,1,manari,"",
PE,2609204,Maraial,MAA,1,maraial,"",
PE,2609303,Mirandiba,MDB,1,mirandiba,"",
PE,2609402,Moreno,MEN,1,moreno,"",
PE,2609501,Nazaré da Mata,NZM,1,nazare.mata,"",
PE,2609600,Olinda,OLD,1,olinda,"",
PE,2609709,Orobó,OOO,1,orobo,"",
PE,2609808,Orocó,ORO,1,oroco,"",
PE,2609907,Ouricuri,OUI,1,ouricuri,"",
PE,2610004,Palmares,PLS,1,palmares,"",
PE,2610103,Palmeirina,PME,1,palmeirina,"",
PE,2610202,Panelas,PES,1,panelas,"",
PE,2610301,Paranatama,PMK,1,paranatama,F,
PE,2610400,Parnamirim,PIM,1,parnamirim,"",
PE,2610509,Passira,PSS,1,passira,"",
PE,2610608,Paudalho,PLH,1,paudalho,"",
PE,2610707,Paulista,PUI,1,paulista,"",
PE,2610806,Pedra,PED,1,pedra,"",
PE,2610905,Pesqueira,PQE,1,pesqueira,"",
PE,2611002,Petrolândia,PTR,1,petrolandia,"",
PE,2611101,Petrolina,PTA,1,petrolina,"",
PE,2611200,Poção,PCO,1,pocao,"",
PE,2611309,Pombos,POB,1,pombos,"",
PE,2611408,Primavera,PVE,1,primavera,"",
PE,2611507,Quipapá,QPA,1,quipapa,"",
PE,2611533,Quixaba,,1,quixaba,"",
PE,2611606,Recife,RCE,1,recife,"",
PE,2611705,Riacho das Almas,RHM,1,riacho.almas,"",
PE,2611804,Ribeirão,RBE,1,ribeirao,"",
PE,2611903,Rio Formoso,RIF,1,rio.formoso,"",
PE,2612000,Sairé,SYE,1,saire,F,
PE,2612109,Salgadinho,SGH,1,salgadinho,"",
PE,2612208,Salgueiro,SGI,1,salgueiro,"",
PE,2612307,Saloá,SLX,1,saloa,F,
PE,2612406,Sanharó,SNH,1,sanharo,"",
PE,2612455,Santa Cruz,,1,santa.cruz,"",
PE,2612471,Santa Cruz da Baixa Verde,,1,santa.cruz.baixa.verde,"",
PE,2612505,Santa Cruz do Capibaribe,SZC,1,santa.cruz.capibaribe,"",
PE,2612554,Santa Filomena,,1,santa.filomena,"",
PE,2612604,Santa Maria da Boa Vista,SIB,1,santa.maria.boa.vista,"",
PE,2612703,Santa Maria do Cambucá,SCU,1,santa.maria.cambuca,"",
PE,2612802,Santa Terezinha,SAZ,1,santa.terezinha,"",
PE,2612901,São Benedito do Sul,SDI,1,sao.benedito.sul,"",
PE,2613008,São Bento do Una,SUN,1,sao.bento.una,"",
PE,2613107,São Caitano,SIT,1,sao.caitano,"",
PE,2613206,São João,SOJ,1,sao.joao,"",
PE,2613305,São Joaquim do Monte,SQM,1,sao.joaquim.monte,"",
PE,2613404,São José da Coroa Grande,SEC,1,sao.jose.coroa.grande,"",
PE,2613503,São José do Belmonte,SDB,1,sao.jose.belmonte,R,
PE,2613602,São José do Egito,SJG,1,sao.jose.egito,"",
PE,2613701,São Lourenço da Mata,SDM,1,sao.lourenco.mata,R,
PE,2613800,São Vicente Férrer,SVF,1,sao.vicente.ferrer,"",
PE,2613909,Serra Talhada,SHD,1,serra.talhada,"",
PE,2614006,Serrita,SEY,1,serrita,F,
PE,2614105,Sertânia,STN,1,sertania,"",
PE,2614204,Sirinhaém,SHM,1,sirinhaem,"",
PE,2614303,Moreilândia,,1,moreilandia,"",
PE,2614402,Solidão,SWL,1,solidao,F,
PE,2614501,Surubim,SUU,1,surubim,"",
PE,2614600,Tabira,TBR,1,tabira,"",
PE,2614709,Tacaimbó,TAC,1,tacaimbo,"",
PE,2614808,Tacaratu,TTU,1,tacaratu,"",
PE,2614857,Tamandaré,,1,tamandare,"",
PE,2615003,Taquaritinga do Norte,TQN,1,taquaritinga.norte,"",
PE,2615102,Terezinha,TEZ,1,terezinha,"",
PE,2615201,Terra Nova,TEV,1,terra.nova,"",
PE,2615300,Timbaúba,TIU,1,timbauba,"",
PE,2615409,Toritama,TTA,1,toritama,"",
PE,2615508,Tracunhaém,THM,1,tracunhaem,"",
PE,2615607,Trindade,TDD,1,trindade,"",
PE,2615706,Triunfo,TNF,1,triunfo,"",
PE,2615805,Tupanatinga,TTN,1,tupanatinga,"",
PE,2615904,Tuparetama,TUE,1,tuparetama,"",
PE,2616001,Venturosa,VUS,1,venturosa,"",
PE,2616100,Verdejante,VJE,1,verdejante,"",
PE,2616183,Vertente do Lério,,1,vertente.lerio,"",
PE,2616209,Vertentes,VTS,1,vertentes,"",
PE,2616308,Vicência,VCI,1,vicencia,"",
PE,2616407,Vitória de Santo Antão,VSA,1,vitoria.santo.antao,"",
PE,2616506,Xexéu,,1,xexeu,"",
PI,2200053,Acauã,,1,acaua,"",
PI,2200103,Agricolândia,AIL,1,agricolandia,"",
PI,2200202,Água Branca,ABA,1,agua.branca,"",
PI,2200251,Alagoinha do Piauí,AKP,1,alagoinha.piaui,F,
PI,2200277,Alegrete do Piauí,,1,alegrete.piaui,"",
PI,2200301,Alto Longá,AOX,1,alto.longa,F,
PI,2200400,Altos,ATS,1,altos,"",
PI,2200459,Alvorada do Gurguéia,,1,alvorada.gurgueia,"",
PI,2200509,Amarante,ANT,1,amarante,"",
PI,2200608,Angical do Piauí,ALD,1,angical.piaui,R,
PI,2200707,Anísio de Abreu,ASB,1,anisio.abreu,"",
PI,2200806,Antônio Almeida,AMD,1,antonio.almeida,"",
PI,2200905,Aroazes,ARZ,1,aroazes,"",
PI,2200954,Aroeiras do Itaim,,1,aroeiras.itaim,"",
PI,2201002,Arraial,ARK,1,arraial,F,
PI,2201051,Assunção do Piauí,,1,assuncao.piaui,"",
PI,2201101,Avelino Lopes,AVP,1,avelino.lopes,"",
PI,2201150,Baixa Grande do Ribeiro,,1,baixa.grande.ribeiro,"",
PI,2201176,Barra D'Alcântara,,1,barra.alcantara,"",
PI,2201200,Barras,BRZ,1,barras,F,
PI,2201309,Barreiras do Piauí,BSD,1,barreiras.piaui,R,
PI,2201408,Barro Duro,BDU,1,barro.duro,"",
PI,2201507,Batalha,BLH,1,batalha,"",
PI,2201556,Bela Vista do Piauí,,1,bela.vista.piaui,"",
PI,2201572,Belém do Piauí,,1,belem.piaui,"",
PI,2201606,Beneditinos,BTS,1,beneditinos,"",
PI,2201705,Bertolínia,BTL,1,bertolinia,"",
PI,2201739,Betânia do Piauí,,1,betania.piaui,"",
PI,2201770,Boa Hora,,1,boa.hora,"",
PI,2201804,Bocaina,BCI,1,bocaina,"",
PI,2201903,Bom Jesus,BOM,1,bom.jesus,"",
PI,2201919,Bom Princípio do Piauí,,1,bom.principio.piaui,"",
PI,2201929,Bonfim do Piauí,,1,bonfim.piaui,"",
PI,2201945,Boqueirão do Piauí,,1,boqueirao.piaui,"",
PI,2201960,Brasileira,,1,brasileira,"",
PI,2201988,Brejo do Piauí,,1,brejo.piaui,"",
PI,2202000,Buriti dos Lopes,BIL,1,buriti.lopes,"",
PI,2202026,Buriti dos Montes,,1,buriti.montes,"",
PI,2202059,Cabeceiras do Piauí,,1,cabeceiras.piaui,"",
PI,2202075,Cajazeiras do Piauí,,1,cajazeiras.piaui,"",
PI,2202083,Cajueiro da Praia,,1,cajueiro.praia,"",
PI,2202091,Caldeirão Grande do Piauí,,1,caldeirao.grande.piaui,"",
PI,2202109,Campinas do Piauí,CKU,1,campinas.piaui,F,
PI,2202117,Campo Alegre do Fidalgo,,1,campo.alegre.fidalgo,"",
PI,2202133,Campo Grande do Piauí,,1,campo.grande.piaui,"",
PI,2202174,Campo Largo do Piauí,,1,campo.largo.piaui,"",
PI,2202208,Campo Maior,CRA,1,campo.maior,F,
PI,2202251,Canavieira,,1,canavieira,"",
PI,2202307,Canto do Buriti,CII,1,canto.buriti,"",
PI,2202406,Capitão de Campos,CPW,1,capitao.campos,F,
PI,2202455,Capitão Gervásio Oliveira,,1,capitao.gervasio.oliveira,"",
PI,2202505,Caracol,CRW,1,caracol,F,
PI,2202539,Caraúbas do Piauí,,1,caraubas.piaui,"",
PI,2202554,Caridade do Piauí,,1,caridade.piaui,"",
PI,2202604,Castelo do Piauí,CPI,1,castelo.piaui,"",
PI,2202653,Caxingó,,1,caxingo,"",
PI,2202703,Cocal,CCX,1,cocal,F,
PI,2202711,Cocal de Telha,,1,cocal.telha,"",
PI,2202729,Cocal dos Alves,,1,cocal.alves,"",
PI,2202737,Coivaras,,1,coivaras,"",
PI,2202752,Colônia do Gurguéia,,1,colonia.gurgueia,"",
PI,2202778,Colônia do Piauí,,1,colonia.piaui,"",
PI,2202802,Conceição do Canindé,CYE,1,conceicao.caninde,F,
PI,2202851,Coronel José Dias,,1,coronel.jose.dias,"",
PI,2202901,Corrente,CNT,1,corrente,"",
PI,2203008,Cristalândia do Piauí,CWI,1,cristalandia.piaui,F,
PI,2203107,Cristino Castro,CYT,1,cristino.castro,F,
PI,2203206,Curimatá,CYM,1,curimata,F,
PI,2203230,Currais,,1,currais,"",
PI,2203255,Curralinhos,,1,curralinhos,"",
PI,2203271,Curral Novo do Piauí,,1,curral.novo.piaui,"",
PI,2203305,Demerval Lobão,DVB,1,demerval.lobao,"",
PI,2203354,Dirceu Arcoverde,DIU,1,dirceu.arcoverde,"",
PI,2203404,Dom Expedito Lopes,DEL,1,dom.expedito.lopes,"",
PI,2203420,Domingos Mourão,DMM,1,domingos.mourao,"",
PI,2203453,Dom Inocêncio,DIN,1,dom.inocencio,"",
PI,2203503,Elesbão Veloso,EEV,1,elesbao.veloso,"",
PI,2203602,Eliseu Martins,ELS,1,eliseu.martins,"",
PI,2203701,Esperantina,ENA,1,esperantina,"",
PI,2203750,Fartura do Piauí,,1,fartura.piaui,"",
PI,2203800,Flores do Piauí,FUI,1,flores.piaui,"",
PI,2203859,Floresta do Piauí,,1,floresta.piaui,"",
PI,2203909,Floriano,FLO,1,floriano,"",
PI,2204006,Francinópolis,FOO,1,francinopolis,"",
PI,2204105,Francisco Ayres,FYS,1,francisco.ayres,"",
PI,2204154,Francisco Macedo,,1,francisco.macedo,"",
PI,2204204,Francisco Santos,FCC,1,francisco.santos,"",
PI,2204303,Fronteiras,FNT,1,fronteiras,"",
PI,2204352,Geminiano,,1,geminiano,"",
PI,2204402,Gilbués,GLU,1,gilbues,"",
PI,2204501,Guadalupe,GDP,1,guadalupe,"",
PI,2204550,Guaribas,,1,guaribas,"",
PI,2204600,Hugo Napoleão,HUN,1,hugo.napoleao,"",
PI,2204659,Ilha Grande,,1,ilha.grande,"",
PI,2204709,Inhuma,INU,1,inhuma,"",
PI,2204808,Ipiranga do Piauí,IPD,1,ipiranga.piaui,R,
PI,2204907,Isaías Coelho,ISL,1,isaias.coelho,"",
PI,2205003,Itainópolis,ITO,1,itainopolis,"",
PI,2205102,Itaueira,IUY,1,itaueira,F,
PI,2205151,Jacobina do Piauí,,1,jacobina.piaui,"",
PI,2205201,Jaicós,JOS,1,jaicos,"",
PI,2205250,Jardim do Mulato,,1,jardim.mulato,"",
PI,2205276,Jatobá do Piauí,,1,jatoba.piaui,"",
PI,2205300,Jerumenha,JNH,1,jerumenha,"",
PI,2205359,João Costa,,1,joao.costa,"",
PI,2205409,Joaquim Pires,JQP,1,joaquim.pires,"",
PI,2205458,Joca Marques,,1,joca.marques,"",
PI,2205508,José de Freitas,JFT,1,jose.freitas,"",
PI,2205516,Juazeiro do Piauí,,1,juazeiro.piaui,"",
PI,2205524,Júlio Borges,,1,julio.borges,"",
PI,2205532,Jurema,,1,jurema,"",
PI,2205540,Lagoinha do Piauí,,1,lagoinha.piaui,"",
PI,2205557,Lagoa Alegre,,1,lagoa.alegre,"",
PI,2205565,Lagoa do Barro do Piauí,,1,lagoa.barro.piaui,"",
PI,2205573,Lagoa de São Francisco,,1,lagoa.sao.francisco,"",
PI,2205581,Lagoa do Piauí,,1,lagoa.piaui,"",
PI,2205599,Lagoa do Sítio,,1,lagoa.sitio,"",
PI,2205607,Landri Sales,LDL,1,landri.sales,"",
PI,2205706,Luís Correia,LSR,1,luis.correia,"",
PI,2205805,Luzilândia,LZN,1,luzilandia,"",
PI,2205854,Madeiro,,1,madeiro,"",
PI,2205904,Manoel Emídio,MMI,1,manoel.emidio,"",
PI,2205953,Marcolândia,,1,marcolandia,"",
PI,2206001,Marcos Parente,MPT,1,marcos.parente,"",
PI,2206050,Massapê do Piauí,,1,massape.piaui,"",
PI,2206100,Matias Olímpio,MSO,1,matias.olimpio,"",
PI,2206209,Miguel Alves,MLV,1,miguel.alves,"",
PI,2206308,Miguel Leão,MIE,1,miguel.leao,"",
PI,2206357,Milton Brandão,,1,milton.brandao,"",
PI,2206407,Monsenhor Gil,MHG,1,monsenhor.gil,"",
PI,2206506,Monsenhor Hipólito,MHP,1,monsenhor.hipolito,"",
PI,2206605,Monte Alegre do Piauí,MOU,1,monte.alegre.piaui,"",
PI,2206654,Morro Cabeça no Tempo,,1,morro.cabeca.no.tempo,"",
PI,2206670,Morro do Chapéu do Piauí,,1,morro.chapeu.piaui,"",
PI,2206696,Murici dos Portelas,,1,murici.portelas,"",
PI,2206704,Nazaré do Piauí,NZI,1,nazare.piaui,"",
PI,2206720,Nazária,,1,nazaria,"",
PI,2206753,Nossa Senhora de Nazaré,,1,nossa.senhora.nazare,"",
PI,2206803,Nossa Senhora dos Remédios,NRM,1,nossa.senhora.remedios,"",
PI,2206902,Novo Oriente do Piauí,NOP,1,novo.oriente.piaui,"",
PI,2206951,Novo Santo Antônio,,1,novo.santo.antonio,"",
PI,2207009,Oeiras,OES,1,oeiras,"",
PI,2207108,Olho D'Água do Piauí,,1,olho.agua.piaui,"",
PI,2207207,Padre Marcos,PMY,1,padre.marcos,F,
PI,2207306,Paes Landim,PSK,1,paes.landim,F,
PI,2207355,Pajeú do Piauí,,1,pajeu.piaui,"",
PI,2207405,Palmeira do Piauí,PMD,1,palmeira.piaui,R,
PI,2207504,Palmeirais,PYA,1,palmeirais,F,
PI,2207553,Paquetá,,1,paqueta,"",
PI,2207603,Parnaguá,PNW,1,parnagua,F,
PI,2207702,Parnaíba,PNA,1,parnaiba,"",
PI,2207751,Passagem Franca do Piauí,,1,passagem.franca.piaui,"",
PI,2207777,Patos do Piauí,,1,patos.piaui,"",
PI,2207793,Pau D'Arco do Piauí,,1,pau.arco.piaui,"",
PI,2207801,Paulistana,PUS,1,paulistana,"",
PI,2207850,Pavussu,,1,pavussu,"",
PI,2207900,Pedro II,PDO,1,pedro.ii,"",
PI,2207934,Pedro Laurentino,,1,pedro.laurentino,"",
PI,2207959,Nova Santa Rita,,1,nova.santa.rita,"",
PI,2208007,Picos,PCZ,1,picos,F,
PI,2208106,Pimenteiras,PET,1,pimenteiras,"",
PI,2208205,Pio IX,PIX,1,pio.ix,"",
PI,2208304,Piracuruca,PCR,1,piracuruca,"",
PI,2208403,Piripiri,PIP,1,piripiri,"",
PI,2208502,Porto,PRW,1,porto,F,
PI,2208551,Porto Alegre do Piauí,,1,porto.alegre.piaui,"",
PI,2208601,Prata do Piauí,PPY,1,prata.piaui,F,
PI,2208650,Queimada Nova,,1,queimada.nova,"",
PI,2208700,Redenção do Gurguéia,RGG,1,redencao.gurgueia,"",
PI,2208809,Regeneração,RGE,1,regeneracao,"",
PI,2208858,Riacho Frio,,1,riacho.frio,"",
PI,2208874,Ribeira do Piauí,RBA,1,ribeira.piaui,"",
PI,2208908,Ribeiro Gonçalves,RBG,1,ribeiro.goncalves,"",
PI,2209005,Rio Grande do Piauí,RRP,1,rio.grande.piaui,"",
PI,2209104,Santa Cruz do Piauí,SZI,1,santa.cruz.piaui,"",
PI,2209153,Santa Cruz dos Milagres,,1,santa.cruz.milagres,"",
PI,2209203,Santa Filomena,SFK,1,santa.filomena,F,
PI,2209302,Santa Luz,SXZ,1,santa.luz,F,
PI,2209351,Santana do Piauí,,1,santana.piaui,"",
PI,2209377,Santa Rosa do Piauí,,1,santa.rosa.piaui,"",
PI,2209401,Santo Antônio de Lisboa,SSB,1,santo.antonio.lisboa,"",
PI,2209450,Santo Antônio dos Milagres,,1,santo.antonio.milagres,"",
PI,2209500,Santo Inácio do Piauí,SYU,1,santo.inacio.piaui,F,
PI,2209559,São Braz do Piauí,,1,sao.braz.piaui,"",
PI,2209609,São Félix do Piauí,SXI,1,sao.felix.piaui,"",
PI,2209658,São Francisco de Assis do Piauí,,1,sao.francisco.assis.piaui,"",
PI,2209708,São Francisco do Piauí,SFU,1,sao.francisco.piaui,"",
PI,2209757,São Gonçalo do Gurguéia,,1,sao.goncalo.gurgueia,"",
PI,2209807,São Gonçalo do Piauí,SCY,1,sao.goncalo.piaui,F,
PI,2209856,São João da Canabrava,SCB,1,sao.joao.canabrava,"",
PI,2209872,São João da Fronteira,,1,sao.joao.fronteira,"",
